,track_name,textual,numerical
395,Only in the West,Yeek Alternative Only in the West,3.9882
396,Remedy,Seether Alternative Remedy,3.96502
397,Chocolate,The 1975 Alternative Chocolate,4.27811
398,Bat Country,Avenged Sevenfold Alternative Bat Country,4.45185628
399,Possum Kingdom,Toadies Alternative Possum Kingdom,3.819213
400,God Only Knows,for KING & COUNTRY Alternative God Only Knows,3.73420835
401,Today - Remastered,The Smashing Pumpkins Alternative Today - Remastered,3.7016335000000002
402,Dark Necessities,Red Hot Chili Peppers Alternative Dark Necessities,4.863700000000001
403,Papercut,Linkin Park Alternative Papercut,5.064219999999999
404,MONSTERS,Shinedown Alternative MONSTERS,3.8939464200000002
405,Pretty Ugly,Tierra Whack Alternative Pretty Ugly,3.9520106000000004
406,Think About Me,dvsn Alternative Think About Me,3.5242
407,Give It Away,Red Hot Chili Peppers Alternative Give It Away,4.52904
408,XNXX,Joji Alternative XNXX,3.1493
409,My Hero,Foo Fighters Alternative My Hero,3.8639390000000007
410,Ex Calling,6LACK Alternative Ex Calling,3.9534299
411,My Demons,Starset Alternative My Demons,4.1952442
412,Belong to You (feat. 6LACK),Sabrina Claudio Alternative Belong to You (feat. 6LACK),5.2292
413,Photosynthesis,Saba Alternative Photosynthesis,5.191004610000001
414,Black,Pearl Jam Alternative Black,4.889800000000001
415,First Fuck,6LACK Alternative First Fuck,3.6022012900000004
416,BMO,Ari Lennox Alternative BMO,5.782006
417,Psychosocial,Slipknot Alternative Psychosocial,4.25602
418,Shepherd of Fire,Avenged Sevenfold Alternative Shepherd of Fire,3.7736319999999997
419,Send the Pain Below,Chevelle Alternative Send the Pain Below,3.302311
420,Lava,Still Woozy Alternative Lava,4.44874
421,The Sound,The 1975 Alternative The Sound,4.49390771
422,Never Call Me,Jhene Aiko Alternative Never Call Me,4.54600129
423,Someday,The Strokes Alternative Someday,3.8371500000000003
424,Movement,Oliver Tree Alternative Movement,3.9299010000000005
425,Grey Luh,Berhana Alternative Grey Luh,3.6187014900000003
426,Gonna Love Me,Teyana Taylor Alternative Gonna Love Me,4.8930256000000005
427,Up Late,Ari Lennox Alternative Up Late,4.5229
428,Young Folks,Peter Bjorn and John Alternative Young Folks,4.137726999999999
429,Time to Pretend,MGMT Alternative Time to Pretend,4.185987399999999
430,I'LL SEE YOU IN 40,Joji Alternative I'LL SEE YOU IN 40,3.8906999999999994
431,The Man Who Sold The World,Nirvana Alternative The Man Who Sold The World,5.7250877000000004
432,Lost,Frank Ocean Alternative Lost,5.246592999999999
433,She Wants My Money,Dominic Fike Alternative She Wants My Money,4.2260159999999996
434,Undercover Martyn,Two Door Cinema Club Alternative Undercover Martyn,4.0124674
435,Burn It to the Ground,Nickelback Alternative Burn It to the Ground,4.964646999999999
436,Machinehead,Bush Alternative Machinehead,3.4722957
437,The Resistance,Skillet Alternative The Resistance,5.350029500000001
438,Reptilia,The Strokes Alternative Reptilia,5.019563
439,May I Have This Dance (Remix) [feat. Chance the Rapper],Francis and the Lights Alternative May I Have This Dance (Remix) [feat. Chance the Rapper],4.058005270000001
440,Sincerity Is Scary,The 1975 Alternative Sincerity Is Scary,3.64820485
441,Nutshell,Alice In Chains Alternative Nutshell,4.6631
442,Father Of Mine,Everclear Alternative Father Of Mine,3.8714806
443,Make Me Feel,Janelle Monáe Alternative Make Me Feel,4.466
444,I Don't Wanna Waste My Time,Joji Alternative I Don't Wanna Waste My Time,2.8408
445,Biking,Frank Ocean Alternative Biking,4.3707049
446,Days Like This (feat. Khalid),GoldLink Alternative Days Like This (feat. Khalid),3.9735000000000005
447,Blister In The Sun,Violent Femmes Alternative Blister In The Sun,3.6269
448,BURN IT DOWN,Linkin Park Alternative BURN IT DOWN,5.2863999999999995
449,Wish You Were Here,Incubus Alternative Wish You Were Here,3.7403310000000003
450,Shooting Stars,Bag Raiders Alternative Shooting Stars,4.1002
451,Walk,Pantera Alternative Walk,5.043065
452,How's It Going to Be,Third Eye Blind Alternative How's It Going to Be,3.3766599999999998
453,"U Say (feat. Tyler, The Creator & Jay Prince)","GoldLink Alternative U Say (feat. Tyler, The Creator & Jay Prince)",3.9894870000000004
454,Walk Across The Water,The Black Keys Alternative Walk Across The Water,4.4227
455,Enemy,Oliver Tree Alternative Enemy,4.474400000000001
456,Guerrilla Radio,Rage Against The Machine Alternative Guerrilla Radio,4.1889706
457,Name,The Goo Goo Dolls Alternative Name,3.37562
458,In Bloom - Nevermind Version,Nirvana Alternative In Bloom - Nevermind Version,4.7280397999999995
459,Peaches,The Presidents Of The United States Of America Alternative Peaches,4.601386999999999
460,Afraid,The Neighbourhood Alternative Afraid,4.8840200000000005
461,Just A Stranger (feat. Steve Lacy),Kali Uchis Alternative Just A Stranger (feat. Steve Lacy),3.9776000000000002
462,Never Call Me (feat. YG) - Remix,Jhene Aiko Alternative Never Call Me (feat. YG) - Remix,5.186999999999999
463,Country Boy (feat. George Jones & Charlie Daniels),Aaron Lewis Alternative Country Boy (feat. George Jones & Charlie Daniels),3.7190000000000003
464,"Steady, As She Goes","The Raconteurs Alternative Steady, As She Goes",3.86641
465,Pain,Three Days Grace Alternative Pain,3.80454
466,Rawnald Gregory Erickson the Second,STRFKR Alternative Rawnald Gregory Erickson the Second,4.8963
467,Fell On Black Days,Soundgarden Alternative Fell On Black Days,4.720134999999999
468,Switch,6LACK Alternative Switch,3.9348899999999998
469,Broken,Seether Alternative Broken,4.457891
470,GET UP,Shinedown Alternative GET UP,3.5777019800000005
471,93 'Til Infinity,Souls Of Mischief Alternative 93 'Til Infinity,4.94900104
472,Wasteland,10 Years Alternative Wasteland,4.465134000000001
473,Ugotme,Omar Apollo Alternative Ugotme,3.7859631000000005
474,Cowboy,Kid Rock Alternative Cowboy,4.821000000000001
475,Courtesy Call,Thousand Foot Krutch Alternative Courtesy Call,4.83138
476,Youth of the Nation,P.O.D. Alternative Youth of the Nation,4.20804
477,Bawitdaba,Kid Rock Alternative Bawitdaba,3.6799589999999998
478,Wash It All Away,Five Finger Death Punch Alternative Wash It All Away,3.784820799999999
479,worldstar money (interlude),Joji Alternative worldstar money (interlude),5.202
480,You're Going Down,Sick Puppies Alternative You're Going Down,3.4147700000000003
481,Come with Me Now,KONGOS Alternative Come with Me Now,5.1250634999999996
482,Far Away,Nickelback Alternative Far Away,3.731596
483,Sham Pain,Five Finger Death Punch Alternative Sham Pain,4.607774829999999
484,How to Be a Heartbreaker,MARINA Alternative How to Be a Heartbreaker,5.449800000000001
485,One Last Breath,Creed Alternative One Last Breath,3.53667
486,So Far Away,Staind Alternative So Far Away,3.6670000000000003
487,Disarm - Remastered,The Smashing Pumpkins Alternative Disarm - Remastered,4.746700000000001
488,Bulletproof,La Roux Alternative Bulletproof,5.1418441
489,"Tonight, Tonight - Remastered 2012","The Smashing Pumpkins Alternative Tonight, Tonight - Remastered 2012",4.1428628
490,I Miss the Misery,Halestorm Alternative I Miss the Misery,4.2399111000000005
491,By the Way,Red Hot Chili Peppers Alternative By the Way,4.00295
492,Through Glass,Stone Sour Alternative Through Glass,5.1717
493,"""99""","Barns Courtney Alternative ""99""",3.80928
494,Judith,A Perfect Circle Alternative Judith,4.652233199999999
495,Lisztomania,Phoenix Alternative Lisztomania,4.306620000000001
496,Blind Man,Xavier Omär Alternative Blind Man,3.95810158
497,Monkey Wrench,Foo Fighters Alternative Monkey Wrench,4.3152436000000005
498,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones Alternative Change (In the House of Flies) - In The House Of Flies LP Version,4.457895
499,Provider,Frank Ocean Alternative Provider,4.3240214
500,A Warrior's Call,Volbeat Alternative A Warrior's Call,3.6492558499999994
501,Fantasy,Alina Baraz Alternative Fantasy,5.0040000000000004
502,Ace of Spades,Motörhead Alternative Ace of Spades,3.9543899999999996
503,Still Counting,Volbeat Alternative Still Counting,4.016515
504,My Sacrifice,Creed Alternative My Sacrifice,3.6625053100000002
505,Ocean Man,Ween Alternative Ocean Man,5.0277199999999995
506,Skyline To,Frank Ocean Alternative Skyline To,4.61340543
507,If You Could Only See,Tonic Alternative If You Could Only See,4.87022
508,Sabotage,Beastie Boys Alternative Sabotage,5.151199999999999
509,Runaway (feat. Khalid),Tayla Parx Alternative Runaway (feat. Khalid),3.6490139999999993
510,CPR,Summer Walker Alternative CPR,4.84945
511,Only Child,Tierra Whack Alternative Only Child,4.5242037999999996
512,Lonely Boy,The Black Keys Alternative Lonely Boy,4.225619999999999
513,Cumbersome,Seven Mary Three Alternative Cumbersome,3.26991
514,Never Let You Go - 2008 Version,Third Eye Blind Alternative Never Let You Go - 2008 Version,4.518362
515,Angel,Theory of a Deadman Alternative Angel,4.42001
516,All The Pretty Girls,KALEO Alternative All The Pretty Girls,3.6522062199999996
517,Luving U,6LACK Alternative Luving U,3.397481
518,If Today Was Your Last Day,Nickelback Alternative If Today Was Your Last Day,3.7915867
519,Horns,Bryce Fox Alternative Horns,4.20500274
520,Butterfly,Crazy Town Alternative Butterfly,5.222462
521,Intergalactic - Remastered,Beastie Boys Alternative Intergalactic - Remastered,4.44900994
522,Good Good Father,Chris Tomlin Alternative Good Good Father,3.5995
523,Comatose,Skillet Alternative Comatose,5.29716
524,Remember When,Bad Wolves Alternative Remember When,3.84432559
525,What'd I Miss,Daveed Diggs Alternative What'd I Miss,4.027
526,Herside Story,GoldLink Alternative Herside Story,5.258004420000001
527,Heavy (feat. Kiiara),Linkin Park Alternative Heavy (feat. Kiiara),3.9324000000000003
528,Despicable,grandson Alternative Despicable,3.8093100000000004
529,Accidentally In Love,Counting Crows Alternative Accidentally In Love,4.3077151
530,Going Under,Evanescence Alternative Going Under,5.126049000000001
531,Dark & Handsome,Blood Orange Alternative Dark & Handsome,3.8449999999999998
532,Karma Police,Radiohead Alternative Karma Police,3.2636922
533,Do U Wrong (feat. Syd),Leven Kali Alternative Do U Wrong (feat. Syd),3.3741757000000003
534,The Devil's Bleeding Crown,Volbeat Alternative The Devil's Bleeding Crown,3.3075162000000002
535,Self Esteem,The Offspring Alternative Self Esteem,4.3933
536,Humility (feat. George Benson),Gorillaz Alternative Humility (feat. George Benson),4.637099999999999
537,Maybe It's Ok,We Are Messengers Alternative Maybe It's Ok,3.5992
538,All Around Me,Flyleaf Alternative All Around Me,3.6096999999999992
539,Fell In Love With A Girl,The White Stripes Alternative Fell In Love With A Girl,5.657074499999999
540,Africa,Weezer Alternative Africa,3.97669
541,Take a Walk,Passion Pit Alternative Take a Walk,3.9286
542,Angels Fall,Breaking Benjamin Alternative Angels Fall,4.057179
543,Good Guy,Frank Ocean Alternative Good Guy,4.29514
544,Shake It Out,Florence + The Machine Alternative Shake It Out,3.4069000000000003
545,Unbothered,Omar Apollo Alternative Unbothered,3.3852300000000004
546,All Your Love,Jakob Ogawa Alternative All Your Love,5.39
547,Lifestyles of the Rich & Famous,Good Charlotte Alternative Lifestyles of the Rich & Famous,4.10243
548,Last Kiss,Pearl Jam Alternative Last Kiss,4.5147580000000005
549,Miss Me?,dvsn Alternative Miss Me?,4.425402
550,Lonely Day,System Of A Down Alternative Lonely Day,4.96960111
551,I'm A Believer - Radio Edit,Smash Mouth Alternative I'm A Believer - Radio Edit,4.4421010999999995
552,Roll Some Mo,Lucky Daye Alternative Roll Some Mo,3.2531999999999996
553,Crazy Bitch,Buckcherry Alternative Crazy Bitch,5.0833
554,Break Stuff,Limp Bizkit Alternative Break Stuff,4.18091
555,Shine A Little Light,The Black Keys Alternative Shine A Little Light,4.662505090000001
556,Yellow Ledbetter,Pearl Jam Alternative Yellow Ledbetter,3.5649047100000004
557,I Like That,Janelle Monáe Alternative I Like That,3.13873
558,Whipped Cream,Ari Lennox Alternative Whipped Cream,4.791
559,Epic,Faith No More Alternative Epic,4.9876000000000005
560,Wagon Wheel,Old Crow Medicine Show Alternative Wagon Wheel,4.2779
561,Lo/Hi,The Black Keys Alternative Lo/Hi,3.9638329999999997
562,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown Alternative Pa Olvidarte (feat. Manuel Turizo) - Remix,5.508106550000001
563,Pills,Joji Alternative Pills,3.8787
564,Happy Pills,Weathers Alternative Happy Pills,4.85831
565,Plush - 2017 Remaster,Stone Temple Pilots Alternative Plush - 2017 Remaster,4.80401172
566,Falling Away from Me,Korn Alternative Falling Away from Me,3.5273800000000004
567,Welcome to the Family,Avenged Sevenfold Alternative Welcome to the Family,5.038869999999999
568,Promises,Jhene Aiko Alternative Promises,4.321841900000001
569,Undead,Hollywood Undead Alternative Undead,5.3546000000000005
570,Dragula,Rob Zombie Alternative Dragula,5.1943944
571,Afterlife,Avenged Sevenfold Alternative Afterlife,5.0722581
572,King of Everything,Dominic Fike Alternative King of Everything,4.5163
573,Closer,Nine Inch Nails Alternative Closer,5.550910999999999
574,High And Dry,Radiohead Alternative High And Dry,3.1378
575,Oh Devil - Radio Version,Electric Guest Alternative Oh Devil - Radio Version,4.996480000000001
576,Pyramids,Frank Ocean Alternative Pyramids,5.1166762
577,Stronger,The Score Alternative Stronger,4.6619
578,Forrest Gump,Frank Ocean Alternative Forrest Gump,3.26404
579,Dead To Me,Kali Uchis Alternative Dead To Me,5.1156
580,Prayer Of The Refugee,Rise Against Alternative Prayer Of The Refugee,5.1882988
581,Confidently Lost,Sabrina Claudio Alternative Confidently Lost,3.4918093900000007
582,Harvest Moon,Poolside Alternative Harvest Moon,5.5441
583,Too Close,Alex Clare Alternative Too Close,4.294899999999999
584,Broke (feat. JID),Ari Lennox Alternative Broke (feat. JID),4.6560999999999995
585,Bother,Stone Sour Alternative Bother,2.8257229
586,Glory,The Score Alternative Glory,3.46530322
587,The Reason,Hoobastank Alternative The Reason,3.3374
588,Wolfcat,Still Woozy Alternative Wolfcat,4.262554000000001
589,Bury Me Face Down,grandson Alternative Bury Me Face Down,4.1674412
590,Cochise,Audioslave Alternative Cochise,3.481019
591,Issues/Hold On,Teyana Taylor Alternative Issues/Hold On,4.42330153
592,House of the Rising Sun,Five Finger Death Punch Alternative House of the Rising Sun,4.24749
593,Change,The Revivalists Alternative Change,4.977537880000001
594,Sweet Disaster,DREAMERS Alternative Sweet Disaster,3.407270000000001
595,Runaway Train,Soul Asylum Alternative Runaway Train,3.9067000000000003
596,Mudshovel,Staind Alternative Mudshovel,3.2171680000000005
597,Cryin' Like A Bitch!!,Godsmack Alternative Cryin' Like A Bitch!!,3.589131900000001
598,Let Me Live / Let Me Die,Des Rocs Alternative Let Me Live / Let Me Die,3.458
599,Everlong - Acoustic Version,Foo Fighters Alternative Everlong - Acoustic Version,4.6001
600,Faint,Linkin Park Alternative Faint,4.3771
601,Welcome Home,Coheed and Cambria Alternative Welcome Home,3.6811811199999998
602,This Is Amazing Grace,Phil Wickham Alternative This Is Amazing Grace,3.279
603,Head Like A Hole,Nine Inch Nails Alternative Head Like A Hole,4.08682
604,Too Fast,Sonder Alternative Too Fast,3.9418189000000003
605,Rollerblades,Dominic Fike Alternative Rollerblades,4.3625722
606,Control,Puddle Of Mudd Alternative Control,4.324280000000001
607,Janet,Berhana Alternative Janet,3.7967000000000004
608,Animals,Nickelback Alternative Animals,3.922222
609,Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,WATCH THE DUCK Alternative Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,3.4244000000000003
610,Heroin,Badflower Alternative Heroin,3.29998
611,Outshined,Soundgarden Alternative Outshined,3.9720969999999998
612,It's The End Of The World As We Know It (And I Feel Fine),R.E.M. Alternative It's The End Of The World As We Know It (And I Feel Fine),4.3411
613,Welcome to LA,Oliver Tree Alternative Welcome to LA,3.6000105999999996
614,The High Road,Broken Bells Alternative The High Road,3.75400612
615,Silvertongue,Young the Giant Alternative Silvertongue,4.71955
616,Pretty Fly (For A White Guy),The Offspring Alternative Pretty Fly (For A White Guy),6.0944
617,Ghost,Badflower Alternative Ghost,4.4681
618,New Slang,The Shins Alternative New Slang,4.5011
619,Maniac,GoldLink Alternative Maniac,3.5629500000000003
620,The World I Know,Collective Soul Alternative The World I Know,3.3857900000000005
621,Wait and Bleed,Slipknot Alternative Wait and Bleed,4.0000800000000005
622,N Side,Steve Lacy Alternative N Side,4.1017589999999995
623,Gold on the Ceiling,The Black Keys Alternative Gold on the Ceiling,4.000298999999999
624,Testify,Rage Against The Machine Alternative Testify,4.1478109
625,Outside - Original,Staind Alternative Outside - Original,3.1904200000000005
626,Fire,Barns Courtney Alternative Fire,4.558928
627,Snuff,Slipknot Alternative Snuff,4.5285
628,Ways to Go,Grouplove Alternative Ways to Go,3.439527
629,Nowhere To Run,Ryan Trey Alternative Nowhere To Run,5.42008
630,I Am Machine,Three Days Grace Alternative I Am Machine,4.66881552
631,Where Is My Mind?,Pixies Alternative Where Is My Mind?,3.0474940000000004
632,Stan,6LACK Alternative Stan,3.3818489999999994
633,Rollin' (Air Raid Vehicle),Limp Bizkit Alternative Rollin' (Air Raid Vehicle),4.6680600000000005
634,Cry Baby,The Neighbourhood Alternative Cry Baby,4.51709278
635,I Am the Highway,Audioslave Alternative I Am the Highway,4.6055
636,Them Bones,Alice In Chains Alternative Them Bones,3.6984080599999998
637,Give Yourself A Try,The 1975 Alternative Give Yourself A Try,4.6923306
638,Z4L (with Bari & Jay2),Smino Alternative Z4L (with Bari & Jay2),4.5379000000000005
639,Happy?,Mudvayne Alternative Happy?,5.0293441
640,I Always Wanna Die (Sometimes),The 1975 Alternative I Always Wanna Die (Sometimes),3.118018
641,The Distance,Cake Alternative The Distance,5.22205
642,Frozen,Sabrina Claudio Alternative Frozen,3.7273658999999997
643,When Legends Rise,Godsmack Alternative When Legends Rise,4.7519554
644,MOOO!,Doja Cat Alternative MOOO!,4.010000000000001
645,Maps,Yeah Yeah Yeahs Alternative Maps,4.482413000000001
646,Someday,Nickelback Alternative Someday,5.202963
647,Go,The Black Keys Alternative Go,4.8844
648,Creep - 2017 Remaster,Stone Temple Pilots Alternative Creep - 2017 Remaster,3.899525
649,Revolution,The Score Alternative Revolution,4.709899999999999
